age,education_num,marital_status,occupation,cap_gain,hours_per_week,score,value_flag
59,5,Divorced,Group NA,0,12,63.03,Low
36,10,Divorced,Group 5,0,40,54.95,Low
33,10,Married-civ-spouse,Group 5,0,40,64.09,High
67,9,Divorced,Group 4,0,20,59.67,Low
31,10,Married-civ-spouse,Group 3,0,48,56.37,Low
31,9,Married-civ-spouse,Group 5,0,50,64.08,Low
28,10,Never-married,Group 2,0,42,65.42,Low
72,4,Widowed,Group NA,0,20,64.2,Low
36,9,Divorced,Group 3,0,40,63.42,Low
58,9,Married-civ-spouse,Group 3,0,35,60.38,High
56,9,Married-civ-spouse,Group 2,0,40,56.48,Low
35,10,Never-married,Group 3,0,40,57.11,Low
37,11,Married-civ-spouse,Group 3,0,40,61.54,High
44,13,Married-spouse-absent,Group 5,0,40,58.15,Low
26,9,Never-married,Group 2,0,40,56.05,Low
51,9,Married-civ-spouse,Group 3,0,40,58.77,Low
31,10,Married-civ-spouse,Group 3,4386,50,55.19,High
30,10,Never-married,Group 3,0,40,56.1,Low
20,10,Never-married,Group 2,0,40,50.79,Low
21,10,Never-married,Group 2,0,40,64.5,Low
37,13,Married-civ-spouse,Group 5,0,50,62.6,High
53,11,Married-civ-spouse,Group 5,4386,40,60.86,High
54,9,Married-civ-spouse,Group 2,0,45,54.43,Low
32,13,Divorced,Group NA,0,32,54.11,Low
34,10,Married-civ-spouse,Group NA,7688,6,59,High
30,13,Married-civ-spouse,Group 3,7298,50,52.23,High
43,9,Married-spouse-absent,Group 5,0,40,62.63,Low
48,11,Divorced,Group 1,0,40,60.27,Low
42,13,Married-civ-spouse,Group 3,0,48,61.65,Low
62,9,Married-civ-spouse,Group 2,0,40,60.06,Low
31,9,Married-civ-spouse,Group 3,0,40,57.85,Low
22,9,Never-married,Group 3,0,60,65.07,Low
45,13,Married-civ-spouse,Group 5,0,32,63.06,Low
34,10,Separated,Group 3,0,45,62.24,Low
64,9,Married-civ-spouse,Group 5,0,20,61.86,Low
42,13,Married-civ-spouse,Group 2,0,65,54.35,Low
60,9,Married-civ-spouse,Group 3,0,70,65.69,Low
44,9,Never-married,Group 3,0,58,59.72,Low
67,4,Married-civ-spouse,Group NA,0,4,50.33,Low
45,12,Divorced,Group 4,0,40,59.89,Low
53,15,Married-civ-spouse,Group 5,0,38,69.28,High
37,11,Married-civ-spouse,Group 3,15024,50,60.59,High
32,6,Married-civ-spouse,Group NA,0,40,61.78,Low
23,9,Never-married,Group 1,0,35,63.62,Low
28,13,Married-civ-spouse,Group 5,0,40,51.6,Low
55,4,Married-civ-spouse,Group 3,0,41,61.48,Low
58,14,Never-married,Group 2,0,24,61.02,High
74,10,Married-civ-spouse,Group 5,20051,25,58.37,High
27,9,Never-married,Group 2,0,40,58.74,Low
37,9,Divorced,Group 2,0,40,62.75,Low
22,10,Never-married,Group NA,0,4,66.56,Low
44,6,Married-civ-spouse,Group 1,0,70,59.71,Low
23,12,Never-married,Group 2,0,40,64.38,Low
41,13,Married-civ-spouse,Group 5,0,40,59.5,Low
45,10,Married-civ-spouse,Group 4,0,55,56.93,High
29,9,Divorced,Group 2,0,40,57.83,Low
33,13,Never-married,Group 3,0,45,51.58,High
61,14,Married-civ-spouse,Group 5,7298,60,61.29,High
29,12,Married-civ-spouse,Group 3,7688,45,57.06,High
22,10,Never-married,Group 3,0,38,61.78,Low
28,5,Never-married,Group 3,0,40,54.82,Low
30,13,Married-civ-spouse,Group 5,0,40,54.04,Low
20,10,Never-married,Group 1,0,20,58.87,Low
28,6,Separated,Group NA,0,30,60.95,Low
45,9,Married-civ-spouse,Group 3,0,50,62.39,High
19,10,Never-married,Group NA,0,24,60.23,Low
42,12,Divorced,Group 5,0,40,58.31,Low
34,9,Never-married,Group 3,0,40,55.18,Low
31,13,Married-civ-spouse,Group 5,0,60,63.95,High
23,13,Never-married,Group 5,0,40,63.02,Low
50,9,Married-civ-spouse,Group 3,0,50,57.4,Low
40,6,Married-civ-spouse,Group 5,0,40,59.02,High
57,9,Divorced,Group 2,0,45,58.17,Low
35,10,Married-civ-spouse,Group 2,3908,27,64.75,Low
24,13,Never-married,Group 5,0,45,58.07,Low
27,10,Never-married,Group 2,0,15,65.53,Low
27,10,Never-married,Group 4,0,40,64.6,High
45,9,Married-civ-spouse,Group 3,0,40,56.42,Low
80,16,Married-civ-spouse,Group 5,0,30,59.39,Low
23,10,Never-married,Group 1,0,50,59.17,Low
46,10,Married-civ-spouse,Group 5,0,40,61.63,High
38,13,Married-civ-spouse,Group 3,0,40,62.55,High
50,9,Divorced,Group 3,0,60,66.21,Low
90,13,Married-civ-spouse,Group 3,0,20,61.42,Low
55,10,Married-civ-spouse,Group 3,0,50,62.67,Low
72,9,Married-civ-spouse,Group 5,0,50,57.06,Low
65,10,Widowed,Group 2,0,40,58.29,Low
37,6,Divorced,Group 3,0,40,59.61,Low
39,9,Married-civ-spouse,Group 2,0,40,59.41,Low
38,11,Married-civ-spouse,Group 3,0,40,61.13,Low
46,10,Married-civ-spouse,Group 5,15024,50,59.62,High
50,9,Married-civ-spouse,Group 3,0,65,63.96,High
54,12,Married-civ-spouse,Group 5,0,40,58.96,High
40,14,Never-married,Group 3,0,50,56.1,High
30,4,Married-civ-spouse,Group 3,2829,40,62.56,Low
50,9,Married-civ-spouse,Group 2,0,35,63.77,Low
28,10,Never-married,Group 3,0,30,54.32,Low
34,11,Married-civ-spouse,Group 3,0,53,59.61,Low
55,9,Divorced,Group 1,0,40,64.47,Low
20,9,Never-married,Group 1,0,40,50.29,Low
19,10,Never-married,Group NA,0,32,56.96,Low
21,10,Never-married,Group 2,0,35,67.59,Low
39,10,Divorced,Group 1,0,20,59.6,Low
43,9,Married-civ-spouse,Group 3,0,40,66.96,High
33,9,Never-married,Group 1,0,40,65.61,Low
26,10,Never-married,Group 2,0,40,62.19,Low
45,16,Married-civ-spouse,Group 5,0,40,70.83,High
31,10,Never-married,Group 1,0,65,54.02,Low
32,3,Married-civ-spouse,Group 3,0,60,54.29,Low
60,9,Married-civ-spouse,Group 3,0,50,59.23,Low
41,9,Married-civ-spouse,Group 2,0,40,68.2,High
21,10,Never-married,Group 1,0,20,64.88,Low
27,10,Divorced,Group 2,0,36,61.14,Low
33,3,Divorced,Group 1,0,40,55.4,Low
43,9,Married-civ-spouse,Group 3,0,40,66.92,Low
27,7,Married-civ-spouse,Group 3,0,40,59.52,High
18,6,Never-married,Group 2,0,40,62.05,Low
48,10,Married-civ-spouse,Group 5,0,40,54.29,High
37,4,Divorced,Group 5,0,50,57.63,Low
58,9,Married-civ-spouse,Group 2,0,40,62.38,Low
57,8,Married-civ-spouse,Group 3,7688,40,65.43,High
42,13,Never-married,Group 2,99999,40,62.34,High
24,9,Never-married,Group 2,0,40,57.69,Low
26,13,Never-married,Group 1,0,15,55.64,Low
43,9,Divorced,Group 3,5455,50,55.06,Low
34,7,Married-civ-spouse,Group 3,0,40,64.42,Low
38,13,Married-civ-spouse,Group 5,0,40,60.2,Low
51,7,Married-civ-spouse,Group 2,0,45,54.91,High
31,9,Married-civ-spouse,Group NA,0,45,58.37,Low
49,16,Married-civ-spouse,Group 5,0,35,66.7,High
26,13,Never-married,Group 2,0,40,61.46,Low
28,9,Divorced,Group 3,0,20,56.35,Low
22,10,Married-civ-spouse,Group 3,0,37,67.05,Low
26,9,Divorced,Group 3,0,40,53.12,Low
45,5,Married-civ-spouse,Group 1,0,40,61.35,High
39,10,Divorced,Group 5,0,40,57.76,Low
23,9,Married-civ-spouse,Group 3,0,40,68.96,Low
62,9,Married-civ-spouse,Group NA,0,8,50.92,Low
42,13,Married-civ-spouse,Group 5,0,60,61.19,High
39,9,Married-civ-spouse,Group 3,0,40,54.66,Low
43,11,Divorced,Group 3,0,40,58.2,Low
33,10,Never-married,Group 2,0,70,65.44,Low
68,13,Married-civ-spouse,Group 5,0,20,61.12,Low
30,14,Married-civ-spouse,Group NA,0,46,63.91,High
32,13,Never-married,Group 2,0,40,60.33,Low
25,10,Never-married,Group 2,0,40,60.43,Low
53,3,Married-civ-spouse,Group 1,0,24,63.9,Low
38,11,Married-civ-spouse,Group 5,0,55,68.38,High
62,9,Married-civ-spouse,Group NA,0,40,59.71,Low
20,9,Never-married,Group 2,0,40,62.83,Low
26,9,Married-civ-spouse,Group 3,0,40,53.39,Low
23,9,Never-married,Group 3,0,40,62.9,Low
43,9,Divorced,Group 4,0,40,60.42,Low
29,10,Never-married,Group 4,0,36,65.71,Low
34,6,Separated,Group 1,0,36,58.47,Low
24,10,Never-married,Group 3,0,35,60.94,Low
44,14,Married-civ-spouse,Group 5,0,35,62.53,High
19,10,Never-married,Group 2,0,40,59.54,Low
47,13,Married-civ-spouse,Group 2,0,40,53.96,High
40,10,Divorced,Group 1,0,48,66.93,Low
45,9,Widowed,Group 3,0,45,58.18,Low
43,9,Separated,Group 1,0,45,60.63,Low
22,5,Never-married,Group NA,0,30,59.79,Low
50,16,Divorced,Group 5,10520,50,55.78,High
72,10,Married-spouse-absent,Group NA,0,3,63.44,Low
29,13,Never-married,Group 5,0,40,65.85,Low
47,13,Never-married,Group 5,0,50,55.5,Low
24,9,Never-married,Group 3,0,35,62.37,Low
22,10,Never-married,Group NA,0,15,59.69,Low
21,9,Never-married,Group 2,0,40,57.84,Low
30,9,Married-civ-spouse,Group 5,0,50,63.03,High
37,10,Widowed,Group 1,2354,40,60.97,Low
74,15,Divorced,Group 5,0,40,59.24,Low
70,10,Married-civ-spouse,Group 2,2653,70,62.79,Low
27,11,Married-civ-spouse,Group 3,0,40,58.21,Low
32,13,Divorced,Group 2,0,46,62.72,Low
30,7,Married-civ-spouse,Group 1,0,50,64.41,Low
29,11,Divorced,Group 4,0,56,57.86,Low
18,7,Never-married,Group 1,0,40,54.08,Low
31,9,Married-civ-spouse,Group 3,7298,40,60.34,High
39,10,Married-civ-spouse,Group 4,0,70,57.77,Low
21,10,Never-married,Group 1,0,30,65.76,Low
31,9,Married-civ-spouse,Group 3,0,38,51.96,Low
33,10,Married-civ-spouse,Group 4,0,40,58.67,Low
39,15,Divorced,Group 5,0,70,60.66,High
29,9,Married-civ-spouse,Group 3,0,40,56.95,Low
34,10,Married-civ-spouse,Group 4,0,40,56.1,Low
52,13,Widowed,Group 5,0,55,67.49,Low
35,9,Never-married,Group 3,0,25,62.32,Low
33,6,Married-civ-spouse,Group 3,0,40,66.35,Low
40,5,Divorced,Group NA,0,5,58.34,Low
43,13,Married-civ-spouse,Group 5,0,50,58.65,High
66,2,Never-married,Group NA,0,30,60.12,Low
51,13,Married-civ-spouse,Group 5,0,40,58.99,High
36,9,Never-married,Group 1,0,30,60.23,Low
17,7,Never-married,Group 5,0,40,62.85,Low
32,9,Married-civ-spouse,Group 3,0,40,66.68,Low
39,9,Never-married,Group 2,0,40,58.53,Low
19,10,Never-married,Group 2,0,60,59.99,Low
54,7,Divorced,Group 2,0,40,61.86,High
45,13,Divorced,Group 5,0,50,59.47,High
47,13,Divorced,Group 5,0,40,62.77,Low
49,9,Married-civ-spouse,Group 2,0,98,60.97,Low
32,9,Divorced,Group 2,0,40,61,Low
28,9,Married-civ-spouse,Group 3,0,50,62.64,Low
39,13,Married-civ-spouse,Group 3,0,40,56.17,Low
27,9,Never-married,Group 3,0,50,61.05,Low
42,14,Married-civ-spouse,Group 5,0,38,63.78,High
24,13,Married-civ-spouse,Group 5,0,44,55.14,Low
45,13,Married-civ-spouse,Group 3,0,45,61.56,High
19,9,Never-married,Group 1,0,30,57.56,Low
46,6,Married-civ-spouse,Group 3,0,40,63.96,High
50,9,Married-civ-spouse,Group 3,0,40,54.74,Low
32,9,Never-married,Group 2,0,42,59.1,Low
47,15,Married-civ-spouse,Group 5,99999,50,56.14,High
69,13,Married-civ-spouse,Group NA,10605,10,65.13,High
43,9,Married-civ-spouse,Group 2,0,50,60.59,Low
29,13,Never-married,Group 3,0,40,54.49,Low
43,15,Married-civ-spouse,Group 5,0,55,52.38,High
90,13,Never-married,Group 5,0,10,55.08,Low
41,15,Married-civ-spouse,Group 5,0,50,63.1,High
24,1,Never-married,Group 2,0,36,56.54,Low
24,10,Never-married,Group 2,0,50,52.89,Low
24,10,Never-married,Group 1,0,53,58.11,Low
35,9,Married-civ-spouse,Group 2,0,42,57.86,High
30,13,Never-married,Group 2,0,40,60.3,Low
46,13,Separated,Group 5,0,40,64.67,Low
19,10,Never-married,Group 2,0,30,59.44,Low
39,5,Separated,Group 3,0,35,59.9,Low
43,9,Married-civ-spouse,Group 3,0,40,64.33,Low
35,9,Never-married,Group 2,0,40,62.31,Low
65,9,Widowed,Group 3,0,24,50.87,Low
34,9,Divorced,Group 3,0,40,62.04,Low
41,11,Married-civ-spouse,Group 3,0,40,62.65,Low
24,10,Never-married,Group 2,0,60,58.97,Low
24,9,Never-married,Group 1,0,35,58.4,Low
34,14,Never-married,Group 5,4787,45,64.13,High
33,9,Married-civ-spouse,Group 3,0,40,63.28,High
37,9,Never-married,Group 2,0,38,64.09,Low
39,9,Married-civ-spouse,Group 3,0,60,60.31,High
58,9,Divorced,Group 1,0,25,61.49,Low
36,9,Married-civ-spouse,Group 3,0,35,61.69,Low
33,10,Married-civ-spouse,Group 4,4064,40,62.92,Low
42,14,Married-civ-spouse,Group 5,0,55,59.41,Low
31,10,Never-married,Group 4,0,40,58.01,Low
57,9,Separated,Group 3,0,40,59.19,Low
67,9,Married-civ-spouse,Group 4,0,40,68.66,High
23,9,Divorced,Group 3,0,40,56.78,Low
35,10,Married-civ-spouse,Group 5,0,40,56.77,Low
43,13,Married-civ-spouse,Group 5,0,55,58.08,High
39,10,Married-civ-spouse,Group 2,0,60,58.41,Low
36,9,Never-married,Group 3,0,40,60.45,Low
29,12,Divorced,Group 1,0,13,56.16,Low
25,9,Never-married,Group 1,0,40,62.69,Low
54,6,Separated,Group 3,0,45,62.33,High
24,9,Married-civ-spouse,Group 3,0,44,58.67,Low
50,13,Married-civ-spouse,Group 3,0,60,64.51,High
70,6,Married-civ-spouse,Group 2,0,50,58.42,Low
61,13,Divorced,Group 3,4787,48,58.6,High
51,13,Married-civ-spouse,Group 5,0,40,59.78,Low
38,14,Married-civ-spouse,Group 2,0,70,59.7,Low
51,9,Divorced,Group 5,0,40,62.16,High
28,9,Never-married,Group 1,0,40,56.97,Low
66,15,Married-civ-spouse,Group 5,0,25,59.48,High
57,9,Separated,Group 2,0,60,64.69,High
44,13,Married-civ-spouse,Group 3,0,50,58.38,High
29,10,Never-married,Group 2,0,40,52.35,Low
21,10,Never-married,Group 3,0,40,74.02,Low
42,6,Married-civ-spouse,Group 3,0,43,53.57,High
74,15,Married-civ-spouse,Group 5,99999,50,62.6,High
50,10,Divorced,Group 3,0,40,61.78,Low
65,9,Divorced,Group 1,0,14,58.98,Low
64,9,Divorced,Group NA,0,38,64.17,Low
44,7,Separated,Group 1,0,30,64.65,Low
34,11,Married-civ-spouse,Group 5,4386,50,60.84,High
17,6,Never-married,Group 1,0,10,60.02,Low
17,6,Never-married,Group NA,0,40,57.22,Low
43,10,Married-civ-spouse,Group 3,0,60,61.99,Low
32,12,Divorced,Group 2,0,40,64.9,Low
54,13,Married-civ-spouse,Group 3,3103,40,56.7,High
20,10,Never-married,Group 2,0,20,59.92,Low
23,10,Never-married,Group 5,0,10,57.98,Low
34,9,Married-civ-spouse,Group 1,0,45,58.96,Low
30,10,Never-married,Group 3,0,20,59.01,Low
32,4,Married-civ-spouse,Group 2,0,40,56.38,Low
40,13,Married-civ-spouse,Group 5,0,60,59.92,High
28,10,Never-married,Group 3,0,40,63.29,Low
44,9,Married-civ-spouse,Group 3,0,45,61.82,High
29,11,Married-civ-spouse,Group 4,0,35,60.68,High
28,16,Never-married,Group 5,594,50,57.35,Low
37,10,Married-civ-spouse,Group 5,0,40,65.83,Low
56,10,Married-civ-spouse,Group 3,0,40,63.33,Low
27,13,Never-married,Group 5,0,40,60.75,Low
34,9,Divorced,Group 2,0,20,53.65,Low
37,9,Divorced,Group 3,0,40,54.41,Low
66,13,Married-civ-spouse,Group 3,0,40,57.28,High
19,9,Never-married,Group 5,0,30,57.87,Low
60,11,Divorced,Group 5,0,40,62.98,Low
54,10,Married-civ-spouse,Group 3,2829,30,54.18,Low
47,9,Married-civ-spouse,Group 3,0,40,61.62,High
47,10,Divorced,Group 5,0,48,57.45,High
48,11,Married-civ-spouse,Group 3,0,60,61.8,Low
57,9,Married-civ-spouse,Group NA,0,60,56.76,Low
50,10,Married-civ-spouse,Group 5,0,50,51.85,High
62,5,Widowed,Group 1,0,25,59.15,Low
45,10,Married-civ-spouse,Group 1,0,40,64.18,Low
55,9,Married-civ-spouse,Group 1,0,40,62.84,Low
62,9,Widowed,Group 3,0,32,60.56,Low
25,6,Married-civ-spouse,Group 2,0,40,60.57,Low
49,7,Divorced,Group 5,0,38,64.25,Low
32,10,Never-married,Group 4,3887,40,61.52,Low
25,9,Never-married,Group 1,0,40,57.69,Low
39,10,Married-civ-spouse,Group 2,0,50,61.75,Low
27,10,Married-civ-spouse,Group 5,0,50,64.12,Low
43,9,Married-civ-spouse,Group 1,0,40,57.84,High
30,9,Divorced,Group 1,0,40,57.97,Low
21,10,Never-married,Group 3,0,20,64.63,Low
33,15,Married-civ-spouse,Group 5,0,40,68.2,High
33,10,Never-married,Group 2,0,50,54.51,Low
33,7,Never-married,Group 2,0,38,55.09,Low
70,4,Widowed,Group 1,0,35,58.75,Low
25,10,Never-married,Group 1,0,42,60.86,Low
17,7,Never-married,Group 1,0,25,57.87,Low
20,10,Never-married,Group 2,0,40,59.25,Low
19,10,Never-married,Group 1,0,35,59.64,Low
71,10,Married-civ-spouse,Group 5,20051,40,66.13,High
31,12,Married-civ-spouse,Group 5,0,40,58.45,Low
26,13,Married-civ-spouse,Group 3,0,55,62.82,Low
52,14,Married-civ-spouse,Group 5,0,40,54.81,Low
26,13,Never-married,Group 5,0,40,55.92,Low
38,9,Divorced,Group 2,0,45,56.12,Low
25,10,Never-married,Group 1,0,40,64.94,Low
22,13,Never-married,Group 5,0,9,63.33,Low
48,10,Married-civ-spouse,Group 4,0,40,60.84,High
53,9,Married-civ-spouse,Group 3,0,40,65.3,High
30,12,Divorced,Group 3,0,50,55.46,Low
44,10,Married-civ-spouse,Group 3,0,60,60.24,High
32,13,Married-civ-spouse,Group 5,0,56,56.41,High
59,7,Married-civ-spouse,Group 3,0,20,61.75,Low
49,10,Divorced,Group 1,0,40,56.77,Low
65,9,Married-civ-spouse,Group NA,3818,40,55.63,Low
31,9,Never-married,Group 3,0,50,58.45,High
53,3,Married-civ-spouse,Group 3,5178,40,65.51,High
44,5,Never-married,Group 2,0,40,60.63,Low
36,13,Married-civ-spouse,Group 5,0,55,56.26,High
36,9,Never-married,Group 3,0,40,61.48,Low
37,5,Married-civ-spouse,Group 2,0,50,60.86,High
63,13,Married-civ-spouse,Group NA,7688,54,59.77,High
67,9,Married-civ-spouse,Group 5,20051,30,60.99,High
29,13,Never-married,Group 3,0,40,58.79,Low
52,9,Divorced,Group 3,0,40,67.14,Low
37,9,Married-civ-spouse,Group 3,0,40,56,Low
21,10,Never-married,Group 1,0,40,62.63,Low
36,10,Divorced,Group 5,0,38,55.16,Low
24,9,Never-married,Group 2,0,30,56.24,Low
31,9,Never-married,Group 5,0,40,55.11,Low
54,9,Widowed,Group 2,0,35,61.5,Low
44,13,Married-civ-spouse,Group 4,0,40,58.24,Low
18,10,Never-married,Group 1,0,30,56.2,Low
41,9,Married-civ-spouse,Group 3,0,40,63.84,Low
37,14,Divorced,Group 5,0,70,57.37,Low
30,9,Never-married,Group 1,0,40,51.38,Low
26,13,Never-married,Group 5,0,20,61.34,Low
68,16,Married-civ-spouse,Group 5,0,50,60.23,Low
31,10,Married-civ-spouse,Group 3,0,40,54.19,Low
48,9,Divorced,Group 3,0,40,66.66,Low
80,9,Married-civ-spouse,Group NA,0,8,53.77,Low
26,10,Married-civ-spouse,Group 2,0,40,60.92,Low
63,5,Married-civ-spouse,Group 3,0,40,56.89,Low
19,10,Never-married,Group 2,0,20,57.8,Low
30,10,Never-married,Group NA,0,30,63.55,Low
42,9,Married-civ-spouse,Group 3,0,60,62.24,Low
64,12,Married-civ-spouse,Group 1,0,40,61.7,High
32,13,Never-married,Group 3,0,40,66.92,Low
50,9,Married-civ-spouse,Group 3,0,47,58.76,Low
73,9,Married-civ-spouse,Group 2,0,40,56.78,Low
32,13,Never-married,Group 5,0,40,62.5,Low
53,10,Married-civ-spouse,Group 3,7298,45,60.04,High
58,13,Divorced,Group 3,0,40,64.88,Low
37,10,Married-civ-spouse,Group 3,5178,40,61.24,High
24,10,Never-married,Group 3,0,15,65.42,Low
53,13,Married-civ-spouse,Group 5,0,50,63.32,High
23,10,Never-married,Group 5,0,40,64.37,Low
42,12,Never-married,Group NA,0,40,59.55,Low
30,9,Married-civ-spouse,Group 5,0,40,57.35,Low
38,13,Never-married,Group 1,0,35,61.25,Low
28,9,Never-married,Group 3,0,40,53.87,Low
19,8,Never-married,Group 1,0,20,62.83,Low
45,9,Married-civ-spouse,Group 2,0,40,58.84,Low
26,13,Never-married,Group 2,0,40,61.55,Low
33,5,Never-married,Group 3,0,40,63.85,Low
29,9,Never-married,Group 2,0,50,57.96,Low
54,14,Married-civ-spouse,Group 5,0,55,59.79,High
23,10,Never-married,Group 5,0,50,62.79,Low
43,9,Married-civ-spouse,Group 3,0,55,63.24,High
37,5,Never-married,Group 1,0,30,64.7,Low
31,4,Married-civ-spouse,Group 1,0,40,62.29,Low
56,8,Married-civ-spouse,Group 5,0,40,68.74,Low
25,7,Never-married,Group 3,0,40,57.74,Low
17,7,Never-married,Group 1,0,25,55.68,Low
37,9,Widowed,Group 2,0,68,59.54,Low
60,11,Married-civ-spouse,Group 4,0,40,61.91,Low
59,13,Married-spouse-absent,Group 5,0,40,56.65,Low
59,9,Married-civ-spouse,Group 3,0,40,56.65,High
46,15,Married-civ-spouse,Group 5,15024,40,59.62,High
28,9,Married-civ-spouse,Group NA,0,16,61.48,Low
33,9,Never-married,Group NA,0,40,64.16,Low
24,9,Never-married,Group 3,0,50,58.72,Low
29,9,Married-civ-spouse,Group 1,4386,40,55.63,High
33,11,Divorced,Group 1,0,99,56.84,Low
29,9,Married-civ-spouse,Group NA,0,40,61.05,Low
23,10,Never-married,Group 4,0,40,51.3,Low
20,10,Never-married,Group 2,0,25,49.01,Low
60,9,Widowed,Group 1,0,44,61.62,Low
44,6,Never-married,Group 3,0,35,56.36,Low
18,9,Never-married,Group 3,1055,25,65.77,Low
52,8,Never-married,Group 1,0,40,64.22,Low
31,9,Divorced,Group 3,0,45,63.26,Low
30,13,Widowed,Group 5,0,55,60.45,High
33,9,Married-civ-spouse,Group 1,3781,40,60.84,Low
20,10,Never-married,Group 1,0,32,63.03,Low
27,13,Married-civ-spouse,Group NA,0,35,52.74,High
33,11,Separated,Group 2,0,50,55.5,Low
25,9,Never-married,Group 1,0,35,55.78,Low
63,9,Separated,Group 3,0,20,56.13,Low
63,10,Widowed,Group 5,0,35,58.93,Low
43,9,Separated,Group 3,0,30,61.4,Low
58,7,Widowed,Group 2,0,40,58.02,Low
70,11,Widowed,Group NA,0,35,60.69,Low
35,11,Never-married,Group 2,14344,40,55.07,High
42,10,Married-civ-spouse,Group 5,0,55,53.9,High
20,10,Never-married,Group 4,0,25,60.34,Low
35,9,Divorced,Group 3,0,40,55.76,Low
62,5,Married-civ-spouse,Group 5,0,40,59.7,Low
41,9,Divorced,Group 3,1506,50,64.45,Low
43,13,Married-civ-spouse,Group 5,0,35,65.38,Low
19,8,Never-married,Group 2,0,40,61.06,Low
46,9,Never-married,Group 2,0,40,59.8,Low
47,13,Married-civ-spouse,Group 5,15024,50,57.42,High
36,13,Married-civ-spouse,Group 5,7298,40,60.07,High
45,12,Never-married,Group 2,0,40,60.19,Low
48,6,Married-civ-spouse,Group 3,0,30,50.2,Low
29,12,Never-married,Group 2,0,40,57.65,Low
48,13,Married-civ-spouse,Group 5,5178,40,62.47,High
36,9,Divorced,Group 3,0,25,62.84,Low
58,7,Married-civ-spouse,Group 3,0,40,63.08,Low
43,9,Never-married,Group 2,0,40,59.57,Low
59,13,Married-civ-spouse,Group 3,0,4,53.4,Low
42,13,Married-civ-spouse,Group 5,0,40,63.4,Low
33,11,Married-civ-spouse,Group 4,0,40,61.59,High
23,10,Never-married,Group 4,0,40,61.08,Low
21,10,Never-married,Group 1,0,25,59.85,Low
48,3,Divorced,Group 2,0,40,58.61,Low
32,9,Married-civ-spouse,Group 3,0,40,57.35,Low
31,10,Married-civ-spouse,Group 2,0,50,60.87,High
66,14,Widowed,Group 5,0,40,60.1,Low
23,13,Never-married,Group 2,0,32,55.36,Low
52,10,Married-civ-spouse,Group 2,0,35,57.82,High
17,7,Never-married,Group 1,0,15,58.38,Low
35,10,Married-civ-spouse,Group 3,0,43,60.24,High
39,16,Married-civ-spouse,Group 5,99999,55,57.47,High
21,10,Never-married,Group NA,0,10,56.45,Low
24,10,Never-married,Group 2,0,40,63.09,Low
45,9,Married-civ-spouse,Group 1,0,84,65.71,High
25,9,Never-married,Group 3,0,50,61.49,Low
29,13,Never-married,Group 5,0,40,48.71,Low
56,13,Married-civ-spouse,Group 2,5178,44,59.59,High
34,9,Divorced,Group 2,0,40,56.92,Low
64,9,Divorced,Group 3,0,40,63.47,High
27,9,Married-civ-spouse,Group 2,0,39,54.49,Low
47,9,Divorced,Group 2,4650,40,62.93,Low
36,13,Married-civ-spouse,Group 4,3103,42,57.72,High
44,9,Divorced,Group 2,0,40,59.1,Low
31,9,Never-married,Group 2,0,60,55.98,Low
23,9,Married-civ-spouse,Group 2,0,35,60.99,Low
45,10,Married-civ-spouse,Group 5,7688,50,59.46,High
31,9,Never-married,Group 2,0,64,59.55,Low
45,6,Married-civ-spouse,Group 3,0,60,59.16,Low
42,9,Never-married,Group 2,0,35,57.16,Low
33,12,Married-civ-spouse,Group 5,0,40,61.68,High
