Q,ProvO,Distance,Duration,Reason,Age,Gender,HHI,Others,Mode,Cost
Q4,Ontario,216,2,vacation,65+,Female,100K and Up,0,car,750
Q3,Nova Scotia,44,17,vacation,55-64,Female,50K to 69K,0,car,320
Q3,Saskatchewan,526,1,vacation,19-24,Female,70K to 99K,2,car,775
Q1,Manitoba,1821,9,vacation,65+,Female,Under 50K,0,plane,5485
Q3,Saskatchewan,2500,5,vacation,45-54,Female,70K to 99K,0,plane,1315
Q1,Newfoundland and Labrador,413,7,vacation,35-44,Male,100K and Up,1,car,1100
Q1,Ontario,668,2,vacation,45-54,Female,100K and Up,0,car,960
Q1,Ontario,131,1,vacation,45-54,Female,100K and Up,0,car,795
Q1,Saskatchewan,216,1,vacation,55-64,Female,100K and Up,3,car,399
Q1,Quebec,133,2,vacation,55-64,Female,Under 50K,3,car,262
Q2,Quebec,187,2,vacation,25-34,Female,50K to 69K,3,car,100
Q3,Ontario,235,7,vacation,55-64,Male,70K to 99K,2,car,410
Q2,Prince Edward Island,1307,2,vacation,55-64,Male,50K to 69K,3,plane,2885
Q3,Saskatchewan,2893,13,vacation,55-64,Male,70K to 99K,0,plane,4024
Q2,Ontario,159,1,vacation,65+,Male,100K and Up,0,car,455
Q4,Newfoundland and Labrador,269,2,vacation,25-34,Female,70K to 99K,0,car,2200
Q2,Manitoba,52,2,vacation,65+,Female,100K and Up,3,car,180
Q4,Ontario,143,1,vacation,25-34,Female,100K and Up,3,car,340
Q3,Ontario,157,1,vacation,19-24,Female,100K and Up,1,car,275
Q3,Quebec,184,1,vacation,55-64,Female,Under 50K,0,car,112
Q1,Manitoba,275,1,vacation,25-34,Male,100K and Up,0,car,260
Q4,British Columbia,110,1,vacation,55-64,Female,100K and Up,0,car,1166
Q1,Ontario,285,2,vacation,55-64,Male,100K and Up,0,car,200
Q1,Ontario,172,1,vacation,55-64,Female,100K and Up,0,car,225
Q2,Nova Scotia,94,12,vacation,65+,Male,Under 50K,0,car,223
Q3,Manitoba,96,6,vacation,45-54,Male,100K and Up,0,car,750
Q3,British Columbia,291,1,vacation,25-34,Female,50K to 69K,1,car,225
Q2,Ontario,218,2,vacation,65+,Female,50K to 69K,2,car,980
Q3,British Columbia,62,2,vacation,35-44,Male,100K and Up,4,car,355
Q1,Alberta,555,1,vacation,25-34,Female,70K to 99K,0,car,971
Q3,Saskatchewan,526,1,visit,19-24,Female,70K to 99K,0,plane,395
Q1,Ontario,361,1,visit,55-64,Male,100K and Up,0,car,140
Q4,British Columbia,151,4,visit,55-64,Male,70K to 99K,0,car,580
Q4,Quebec,195,2,visit,45-54,Female,100K and Up,0,car,300
Q3,New Brunswick,289,4,visit,25-34,Female,50K to 69K,0,car,230
Q4,Nova Scotia,193,1,visit,35-44,Female,Under 50K,0,car,214
Q1,Ontario,115,1,visit,55-64,Female,100K and Up,0,car,65
Q1,Nova Scotia,200,2,visit,45-54,Female,50K to 69K,0,car,70
Q2,Alberta,443,4,visit,65+,Female,100K and Up,0,car,1750
Q3,Ontario,113,3,visit,65+,Male,Under 50K,0,car,170
Q4,Saskatchewan,1628,21,visit,65+,Male,50K to 69K,0,car,1220
Q3,British Columbia,158,1,visit,65+,Female,Under 50K,0,car,120
Q1,Manitoba,194,1,visit,45-54,Female,100K and Up,0,car,155
Q3,Quebec,155,2,visit,65+,Female,Under 50K,0,car,80
Q3,Quebec,133,2,visit,25-34,Female,100K and Up,0,car,185
Q1,Saskatchewan,1166,6,visit,55-64,Female,100K and Up,0,plane,1730
Q1,Quebec,231,2,visit,35-44,Male,100K and Up,5,car,420
Q3,Saskatchewan,278,1,visit,55-64,Female,100K and Up,0,car,110
Q1,Alberta,172,1,visit,35-44,Male,100K and Up,1,car,405
Q3,Quebec,232,4,visit,45-54,Female,100K and Up,0,car,85
Q2,Newfoundland and Labrador,263,6,visit,65+,Male,Under 50K,0,car,650
Q2,Quebec,337,2,visit,55-64,Male,100K and Up,1,car,80
Q2,Ontario,333,2,visit,65+,Male,Under 50K,1,car,110
Q4,Nova Scotia,110,1,visit,45-54,Male,100K and Up,0,car,158
Q4,Prince Edward Island,236,4,visit,65+,Male,70K to 99K,0,car,525
Q4,British Columbia,87,3,visit,65+,Female,Under 50K,2,car,132
Q2,British Columbia,743,7,visit,55-64,Male,70K to 99K,0,car,2420
Q2,Saskatchewan,346,1,visit,55-64,Female,Under 50K,0,car,105
Q3,Ontario,135,2,visit,35-44,Male,Under 50K,0,car,100
Q1,Alberta,2927,3,visit,65+,Female,50K to 69K,0,plane,744
Q2,British Columbia,108,12,visit,65+,Male,100K and Up,10,car,1090
Q1,Nova Scotia,261,2,visit,35-44,Female,100K and Up,0,car,395
Q1,British Columbia,728,11,visit,25-34,Female,100K and Up,0,plane,490
Q3,Quebec,183,4,visit,65+,Male,70K to 99K,0,car,260
Q4,Saskatchewan,167,3,visit,65+,Female,70K to 99K,0,car,489
Q2,Saskatchewan,2241,8,visit,65+,Female,100K and Up,0,plane,1550
Q4,Ontario,251,1,visit,55-64,Male,100K and Up,3,car,55
Q3,Manitoba,73,1,visit,65+,Female,Under 50K,1,car,100
Q4,Alberta,526,6,visit,55-64,Female,100K and Up,0,car,626
Q2,Saskatchewan,485,1,visit,19-24,Male,100K and Up,0,car,150
Q2,Newfoundland and Labrador,2125,15,visit,65+,Female,70K to 99K,1,plane,1887
Q2,Quebec,57,1,visit,65+,Male,Under 50K,0,car,115
Q1,New Brunswick,776,8,visit,65+,Female,Under 50K,0,car,800
Q1,Alberta,141,2,visit,19-24,Female,100K and Up,0,car,90
Q2,Ontario,241,1,visit,25-34,Female,100K and Up,1,car,160
Q4,British Columbia,98,5,visit,65+,Female,50K to 69K,0,car,4252
Q1,Ontario,136,1,visit,45-54,Male,70K to 99K,0,car,75
Q1,Ontario,115,1,visit,65+,Female,100K and Up,0,car,35
Q2,Nova Scotia,1049,2,visit,45-54,Female,100K and Up,0,plane,960
Q3,Prince Edward Island,1431,8,visit,55-64,Female,70K to 99K,0,car,786
Q3,Saskatchewan,326,3,visit,55-64,Female,50K to 69K,0,car,450
Q2,Alberta,732,5,visit,65+,Female,Under 50K,0,car,550
Q2,Saskatchewan,1109,1,visit,19-24,Female,100K and Up,1,plane,650
Q4,Quebec,269,3,visit,19-24,Female,70K to 99K,0,car,432
Q4,British Columbia,675,8,visit,55-64,Male,100K and Up,0,car,670
Q1,Quebec,105,1,visit,55-64,Male,Under 50K,0,car,80
Q1,Quebec,133,1,visit,55-64,Male,100K and Up,0,car,90
Q3,British Columbia,348,6,visit,55-64,Female,100K and Up,0,car,400
Q1,Manitoba,198,1,visit,55-64,Male,Under 50K,0,car,300
Q4,Quebec,311,7,visit,45-54,Male,100K and Up,0,car,100
Q1,Manitoba,1903,14,visit,25-34,Female,50K to 69K,0,plane,825
Q2,Ontario,126,2,visit,45-54,Female,100K and Up,0,car,295
Q3,Alberta,2701,2,visit,45-54,Male,Under 50K,0,plane,812
Q3,Ontario,298,1,visit,45-54,Female,Under 50K,0,car,305
Q1,Saskatchewan,277,1,visit,55-64,Female,70K to 99K,0,car,416
Q1,Alberta,3002,3,visit,55-64,Female,70K to 99K,1,plane,850
Q1,British Columbia,889,7,visit,19-24,Male,70K to 99K,0,plane,302
Q2,Ontario,1119,8,visit,65+,Female,100K and Up,0,car,1520
Q1,New Brunswick,171,1,visit,65+,Male,50K to 69K,0,car,120
Q1,Alberta,141,2,visit,25-34,Male,100K and Up,0,car,90
Q3,Prince Edward Island,143,1,visit,35-44,Male,100K and Up,1,car,173
Q4,Ontario,375,3,visit,25-34,Female,100K and Up,0,car,326
Q4,Quebec,597,2,visit,25-34,Male,100K and Up,2,car,415
Q3,Newfoundland and Labrador,235,2,visit,55-64,Male,100K and Up,0,car,300
Q3,Quebec,79,1,visit,19-24,Female,Under 50K,1,car,70
Q1,Prince Edward Island,3475,38,visit,65+,Female,50K to 69K,0,plane,3677
Q4,Ontario,357,1,visit,55-64,Female,100K and Up,0,car,658
Q1,Prince Edward Island,31,1,visit,65+,Male,50K to 69K,1,car,0
Q1,Ontario,327,3,visit,19-24,Female,70K to 99K,0,car,300
Q4,Ontario,346,1,visit,55-64,Female,100K and Up,0,car,280
Q4,Ontario,97,1,visit,25-34,Female,50K to 69K,0,car,70
Q1,British Columbia,110,1,visit,45-54,Female,100K and Up,0,car,190
Q1,Alberta,526,4,visit,55-64,Female,100K and Up,0,car,315
Q4,Quebec,158,1,visit,55-64,Male,100K and Up,0,car,210
Q3,Nova Scotia,81,2,visit,65+,Female,Under 50K,0,car,160
Q1,Newfoundland and Labrador,39,1,visit,45-54,Male,50K to 69K,0,car,30
Q3,Quebec,402,3,visit,55-64,Male,100K and Up,0,car,220
Q1,Ontario,391,5,visit,45-54,Female,50K to 69K,1,car,900
Q2,Prince Edward Island,150,2,visit,45-54,Male,100K and Up,0,car,445
Q2,Manitoba,1423,12,visit,45-54,Female,100K and Up,0,plane,1010
Q1,Ontario,850,3,visit,45-54,Female,100K and Up,0,plane,1110
Q4,British Columbia,3682,1,visit,25-34,Male,100K and Up,0,plane,923
Q4,Ontario,336,3,visit,55-64,Male,100K and Up,0,car,640
Q3,Ontario,54,1,visit,65+,Male,100K and Up,0,car,125
Q3,Quebec,631,5,visit,55-64,Male,Under 50K,2,car,1105
Q4,Ontario,270,1,visit,55-64,Male,70K to 99K,0,car,320
Q2,British Columbia,108,2,visit,65+,Female,70K to 99K,0,car,65
Q2,British Columbia,181,1,visit,45-54,Male,50K to 69K,0,car,110
Q1,Quebec,192,1,visit,45-54,Female,100K and Up,0,car,170
Q4,Quebec,646,1,visit,45-54,Female,50K to 69K,0,car,90
Q4,Ontario,92,2,visit,55-64,Male,50K to 69K,0,car,40
Q1,Nova Scotia,4372,8,visit,45-54,Female,70K to 99K,0,plane,5090
Q4,Quebec,85,1,visit,25-34,Female,100K and Up,0,car,40
Q1,Prince Edward Island,1306,10,visit,65+,Male,70K to 99K,0,plane,1200
Q1,Ontario,154,1,visit,65+,Male,100K and Up,0,car,60
Q2,Saskatchewan,485,2,visit,65+,Female,50K to 69K,2,car,800
Q1,Quebec,255,2,visit,55-64,Female,100K and Up,0,car,105
Q3,Alberta,77,1,visit,65+,Male,50K to 69K,0,car,30
Q1,British Columbia,94,2,visit,55-64,Male,50K to 69K,0,plane,570
Q4,Nova Scotia,128,1,visit,25-34,Female,100K and Up,0,car,30
Q4,Saskatchewan,485,1,visit,35-44,Male,100K and Up,1,car,1540
Q3,Saskatchewan,173,1,visit,55-64,Female,Under 50K,0,car,184
Q3,Ontario,3513,15,visit,65+,Male,100K and Up,0,plane,2380
Q4,Saskatchewan,581,3,visit,65+,Female,Under 50K,1,car,295
Q2,Ontario,195,1,visit,25-34,Male,100K and Up,0,car,170
Q1,Quebec,156,2,visit,55-64,Male,100K and Up,0,car,800
Q3,Ontario,254,3,visit,45-54,Female,100K and Up,0,car,225
Q1,Alberta,641,7,visit,55-64,Female,100K and Up,0,plane,900
Q1,British Columbia,228,1,visit,45-54,Female,70K to 99K,0,car,235
Q2,Manitoba,1020,4,visit,45-54,Female,Under 50K,1,plane,300
Q1,Nova Scotia,121,2,visit,25-34,Female,100K and Up,0,car,40
Q4,British Columbia,317,4,visit,55-64,Female,100K and Up,0,plane,365
Q1,Manitoba,1206,4,visit,55-64,Male,100K and Up,0,plane,335
Q2,Saskatchewan,231,2,visit,55-64,Female,100K and Up,1,car,436
Q3,Quebec,244,2,visit,55-64,Male,100K and Up,0,car,480
Q1,Quebec,79,2,visit,35-44,Male,50K to 69K,1,car,180
Q2,Alberta,281,2,visit,35-44,Male,100K and Up,2,car,225
Q4,Quebec,222,1,visit,55-64,Female,50K to 69K,0,car,35
Q1,Alberta,2744,14,visit,45-54,Female,100K and Up,0,plane,4000
Q1,British Columbia,842,11,visit,65+,Female,100K and Up,0,car,780
Q4,Quebec,168,1,visit,35-44,Male,50K to 69K,0,car,100
Q2,Saskatchewan,203,3,visit,55-64,Female,50K to 69K,0,car,125
Q3,Ontario,345,2,visit,35-44,Male,100K and Up,0,plane,70
Q4,Alberta,141,3,visit,25-34,Female,100K and Up,2,car,0
Q4,Ontario,267,2,visit,25-34,Female,Under 50K,1,car,120
Q4,Ontario,191,1,visit,45-54,Female,100K and Up,0,car,85
Q4,British Columbia,62,1,visit,65+,Male,100K and Up,0,car,60
Q1,Ontario,439,2,visit,45-54,Male,100K and Up,1,car,290
Q4,Ontario,210,1,visit,55-64,Female,70K to 99K,0,car,50
Q2,Manitoba,1201,5,visit,55-64,Female,Under 50K,1,car,375
Q1,Saskatchewan,235,2,visit,25-34,Male,70K to 99K,0,car,200
Q1,Alberta,900,7,visit,25-34,Female,70K to 99K,0,plane,1007
Q1,Saskatchewan,509,3,visit,55-64,Female,100K and Up,0,car,265
Q1,Ontario,132,1,visit,25-34,Female,100K and Up,0,car,50
Q1,Quebec,829,12,visit,35-44,Male,70K to 99K,0,plane,722
Q2,Saskatchewan,526,3,visit,35-44,Female,100K and Up,0,plane,620
Q4,Ontario,336,2,visit,65+,Male,70K to 99K,0,car,166
Q4,Saskatchewan,667,7,visit,55-64,Female,Under 50K,1,plane,590
Q1,Alberta,281,6,visit,65+,Male,Under 50K,0,car,220
Q4,Ontario,386,3,visit,65+,Female,Under 50K,0,car,100
Q1,Alberta,430,2,visit,19-24,Male,Under 50K,0,car,220
Q1,Newfoundland and Labrador,25,1,visit,25-34,Male,70K to 99K,0,car,120
Q1,Ontario,133,1,visit,65+,Female,50K to 69K,3,car,94
Q3,Ontario,370,1,visit,35-44,Female,100K and Up,0,car,560
Q4,Ontario,326,4,visit,55-64,Female,Under 50K,0,car,173
Q4,Quebec,174,2,visit,19-24,Male,Under 50K,0,car,50
Q1,Saskatchewan,86,2,visit,45-54,Female,70K to 99K,0,car,15
Q1,Ontario,403,3,visit,55-64,Female,100K and Up,0,plane,660
Q3,Saskatchewan,174,2,visit,25-34,Male,70K to 99K,0,car,90
Q1,British Columbia,1522,9,visit,65+,Male,70K to 99K,0,car,1825
Q4,British Columbia,249,2,visit,55-64,Male,100K and Up,0,car,720
Q1,Ontario,33,12,visit,35-44,Female,50K to 69K,0,car,52
Q4,Nova Scotia,1287,3,visit,55-64,Male,100K and Up,0,plane,1000
Q3,Newfoundland and Labrador,2432,5,visit,45-54,Male,100K and Up,0,plane,1180
Q4,Ontario,40,1,visit,65+,Male,100K and Up,1,car,75
Q2,British Columbia,241,2,visit,45-54,Male,100K and Up,0,car,356
Q2,Manitoba,657,4,visit,45-54,Male,100K and Up,0,car,650
Q2,Nova Scotia,245,1,visit,45-54,Female,50K to 69K,1,car,325
Q2,Saskatchewan,476,4,visit,65+,Female,Under 50K,2,car,200
Q4,Ontario,365,2,visit,35-44,Male,100K and Up,1,car,120
Q1,Nova Scotia,97,3,visit,25-34,Male,50K to 69K,0,car,631
Q3,Quebec,123,1,visit,25-34,Female,Under 50K,0,car,35
Q4,Ontario,3340,11,visit,55-64,Female,100K and Up,0,plane,5746
Q3,New Brunswick,212,2,visit,65+,Female,100K and Up,0,car,619
Q2,Saskatchewan,526,1,visit,45-54,Female,100K and Up,0,plane,400
Q1,Ontario,109,2,visit,65+,Female,50K to 69K,0,car,160
Q1,Ontario,97,3,visit,25-34,Female,Under 50K,0,car,340
Q2,Saskatchewan,205,1,visit,25-34,Female,70K to 99K,0,car,110
Q4,Ontario,172,2,visit,35-44,Male,100K and Up,0,car,60
Q1,Saskatchewan,373,1,visit,35-44,Female,100K and Up,1,car,317
Q1,Alberta,119,1,visit,65+,Female,Under 50K,0,car,65
Q2,Newfoundland and Labrador,899,7,visit,65+,Male,100K and Up,0,plane,2500
Q3,Quebec,174,3,visit,35-44,Male,100K and Up,0,car,1190
Q3,Alberta,3655,7,visit,35-44,Male,100K and Up,0,plane,1599
Q4,Prince Edward Island,538,4,visit,35-44,Female,70K to 99K,0,plane,100
Q4,Alberta,1259,3,visit,55-64,Male,100K and Up,0,plane,956
Q4,Quebec,363,3,visit,55-64,Male,100K and Up,0,car,210
Q2,Ontario,48,1,visit,25-34,Female,Under 50K,0,car,0
Q2,Nova Scotia,376,2,visit,25-34,Male,100K and Up,0,car,300
Q3,Manitoba,1102,10,visit,55-64,Female,100K and Up,0,car,1964
Q3,Quebec,676,4,visit,55-64,Female,70K to 99K,0,car,240
Q1,Prince Edward Island,90,1,visit,45-54,Male,70K to 99K,0,car,188
Q4,Nova Scotia,246,1,visit,45-54,Female,100K and Up,0,car,340
Q3,Quebec,787,15,visit,55-64,Male,70K to 99K,0,car,2030
Q4,Quebec,55,1,visit,25-34,Male,50K to 69K,0,car,15
Q4,Ontario,168,1,visit,55-64,Male,100K and Up,0,car,50
Q4,British Columbia,247,7,visit,55-64,Male,100K and Up,0,plane,742
Q4,Quebec,21,1,visit,25-34,Male,100K and Up,0,car,80
Q4,Ontario,182,1,visit,35-44,Female,100K and Up,0,car,305
Q3,Quebec,3716,14,visit,55-64,Female,100K and Up,0,plane,1150
Q1,Quebec,378,2,visit,35-44,Male,100K and Up,0,car,100
Q1,Saskatchewan,1329,7,visit,65+,Female,50K to 69K,0,plane,1075
Q1,Ontario,210,2,visit,35-44,Female,100K and Up,2,car,250
Q2,Ontario,95,1,visit,35-44,Male,100K and Up,0,car,300
Q3,Quebec,364,1,visit,45-54,Male,100K and Up,0,car,202
Q4,Ontario,405,2,visit,35-44,Male,100K and Up,2,car,750
Q4,Ontario,69,1,visit,65+,Female,70K to 99K,0,car,10
Q4,Alberta,174,2,visit,25-34,Female,100K and Up,0,car,58
Q3,Quebec,231,2,visit,65+,Male,50K to 69K,0,car,215
Q1,Alberta,104,1,visit,65+,Female,Under 50K,3,car,175
Q4,Ontario,168,1,visit,65+,Male,100K and Up,0,car,975
Q1,Quebec,153,1,visit,55-64,Male,50K to 69K,0,car,125
Q4,Alberta,160,2,visit,65+,Female,100K and Up,0,car,375
Q2,Saskatchewan,235,1,visit,55-64,Female,Under 50K,0,car,110
Q3,Quebec,170,2,visit,25-34,Male,100K and Up,3,car,190
Q1,Quebec,170,1,visit,19-24,Male,100K and Up,1,car,80
Q2,Manitoba,968,7,visit,65+,Female,Under 50K,0,car,485
Q1,Quebec,174,1,visit,65+,Male,100K and Up,0,car,80
Q1,Ontario,103,9,visit,65+,Female,Under 50K,0,car,1800
Q2,Alberta,291,4,visit,25-34,Female,70K to 99K,0,car,400
Q1,Ontario,365,2,visit,25-34,Male,100K and Up,0,car,600
Q2,Saskatchewan,139,2,visit,45-54,Male,70K to 99K,0,car,60
Q3,Ontario,107,2,visit,65+,Male,50K to 69K,1,car,65
Q1,Saskatchewan,113,1,visit,45-54,Male,100K and Up,0,car,36
Q2,Ontario,69,1,visit,55-64,Female,100K and Up,2,car,690
Q4,Quebec,47,3,visit,65+,Female,Under 50K,0,car,340
Q1,Quebec,93,4,visit,19-24,Male,100K and Up,0,car,30
Q1,Saskatchewan,2379,4,visit,45-54,Female,70K to 99K,0,plane,2020
Q4,Quebec,297,1,visit,55-64,Male,70K to 99K,2,car,720
Q4,Quebec,228,1,visit,35-44,Male,50K to 69K,0,car,65
Q2,British Columbia,792,3,visit,35-44,Female,50K to 69K,0,plane,755
Q3,Ontario,126,1,visit,45-54,Male,100K and Up,2,car,210
Q3,Quebec,431,2,visit,25-34,Female,100K and Up,0,car,700
Q1,Prince Edward Island,156,8,visit,65+,Male,50K to 69K,0,car,245
Q4,Nova Scotia,313,4,visit,65+,Male,Under 50K,0,car,85
Q4,Prince Edward Island,156,2,visit,35-44,Female,100K and Up,0,car,225
Q4,British Columbia,396,2,visit,65+,Female,Under 50K,0,car,80
Q1,Saskatchewan,135,1,visit,65+,Male,100K and Up,0,car,370
Q1,British Columbia,713,5,visit,65+,Male,Under 50K,0,plane,366
Q1,Alberta,433,11,visit,65+,Female,100K and Up,0,car,275
Q1,Quebec,231,10,visit,55-64,Female,70K to 99K,0,car,100
Q2,Quebec,186,4,visit,65+,Female,70K to 99K,0,car,70
Q2,Saskatchewan,226,1,visit,55-64,Male,Under 50K,0,car,80
Q3,Quebec,366,2,visit,65+,Male,100K and Up,0,car,215
Q2,Quebec,148,2,visit,55-64,Male,Under 50K,0,car,50
Q4,Ontario,45,1,visit,45-54,Male,100K and Up,0,car,100
Q3,Quebec,189,4,visit,25-34,Male,100K and Up,0,car,30
Q4,Ontario,418,2,visit,65+,Male,100K and Up,0,car,70
Q4,Ontario,200,1,visit,55-64,Female,50K to 69K,0,car,95
Q3,Ontario,74,1,visit,65+,Male,70K to 99K,0,car,325
Q4,Ontario,412,2,visit,25-34,Female,100K and Up,0,car,170
Q3,Ontario,161,3,visit,65+,Female,Under 50K,0,car,645
Q1,Saskatchewan,1260,7,visit,65+,Male,50K to 69K,0,plane,926
Q1,Quebec,61,3,visit,35-44,Male,70K to 99K,0,car,100
Q4,Quebec,67,2,visit,35-44,Female,70K to 99K,1,car,250
Q1,Ontario,155,2,visit,45-54,Male,100K and Up,0,car,110
Q4,Ontario,38,2,visit,19-24,Male,100K and Up,0,car,15
Q1,Quebec,599,3,visit,35-44,Male,70K to 99K,0,car,300
Q3,Ontario,266,1,visit,45-54,Female,50K to 69K,0,car,100
Q4,Alberta,3110,10,visit,35-44,Female,70K to 99K,0,plane,1300
Q4,Ontario,98,1,visit,45-54,Male,100K and Up,0,car,150
Q4,Ontario,146,1,visit,35-44,Male,100K and Up,0,car,60
Q1,New Brunswick,714,3,visit,35-44,Female,100K and Up,0,plane,2500
Q4,Ontario,107,3,visit,65+,Female,70K to 99K,0,car,83
Q1,Saskatchewan,803,6,visit,55-64,Male,100K and Up,0,car,880
Q3,Quebec,118,2,visit,55-64,Female,100K and Up,0,car,60
Q1,Ontario,564,28,visit,65+,Male,50K to 69K,0,car,760
Q2,Ontario,95,1,visit,25-34,Male,50K to 69K,0,car,110
Q4,Alberta,104,1,visit,25-34,Female,70K to 99K,2,car,80
Q2,Quebec,68,2,visit,55-64,Female,100K and Up,0,car,210
Q3,Alberta,70,3,visit,55-64,Male,100K and Up,0,car,330
Q4,Ontario,902,5,visit,35-44,Male,100K and Up,0,plane,1520
Q3,Alberta,93,1,visit,55-64,Male,50K to 69K,0,car,160
Q1,Ontario,87,1,visit,65+,Male,Under 50K,1,car,40
Q3,Manitoba,316,3,visit,25-34,Female,70K to 99K,3,car,590
Q4,Ontario,124,1,visit,65+,Female,Under 50K,0,car,50
Q3,Quebec,74,1,visit,55-64,Female,100K and Up,0,car,340
Q1,Alberta,675,2,visit,55-64,Male,100K and Up,0,plane,1530
Q3,Quebec,3519,13,visit,65+,Female,Under 50K,0,car,3500
Q4,Alberta,309,1,visit,45-54,Female,100K and Up,0,car,470
Q2,British Columbia,786,16,visit,35-44,Female,Under 50K,2,car,1145
Q1,Ontario,491,2,visit,25-34,Female,70K to 99K,2,car,166
Q1,New Brunswick,175,2,visit,65+,Male,Under 50K,1,car,126
Q4,British Columbia,105,2,visit,55-64,Female,100K and Up,0,car,350
Q2,Quebec,99,1,visit,35-44,Female,70K to 99K,0,car,40
Q1,British Columbia,63,1,visit,25-34,Female,100K and Up,0,car,160
Q4,British Columbia,114,3,visit,65+,Male,100K and Up,0,car,292
Q1,Quebec,205,2,visit,45-54,Female,70K to 99K,0,car,50
Q1,Alberta,174,2,visit,25-34,Female,70K to 99K,1,car,65
Q4,New Brunswick,113,3,visit,65+,Female,50K to 69K,0,car,150
Q1,Manitoba,1504,10,visit,65+,Female,70K to 99K,2,plane,1600
Q3,Alberta,675,2,visit,65+,Male,100K and Up,0,car,460
Q4,Ontario,168,2,visit,25-34,Male,100K and Up,1,car,387
Q2,Quebec,176,2,visit,55-64,Male,100K and Up,1,car,150
Q1,Saskatchewan,135,1,visit,45-54,Female,100K and Up,0,car,130
Q1,Nova Scotia,348,2,visit,65+,Male,50K to 69K,3,car,487
Q3,Saskatchewan,229,1,visit,55-64,Female,Under 50K,0,car,150
Q3,Prince Edward Island,39,1,visit,65+,Male,Under 50K,0,car,15
Q2,Quebec,179,2,visit,65+,Female,50K to 69K,0,car,145
Q2,Alberta,281,2,visit,65+,Male,100K and Up,0,car,560
Q1,New Brunswick,100,1,visit,45-54,Male,100K and Up,0,car,125
Q1,Alberta,153,2,visit,55-64,Male,100K and Up,0,car,205
Q2,Quebec,201,1,visit,35-44,Female,100K and Up,0,car,85
Q3,New Brunswick,1126,8,visit,65+,Male,Under 50K,0,car,572
Q2,Quebec,132,2,visit,65+,Male,100K and Up,0,car,75
Q2,Ontario,88,3,visit,65+,Female,100K and Up,0,car,150
Q2,Ontario,112,2,visit,25-34,Female,70K to 99K,0,car,372
Q1,Ontario,326,2,visit,55-64,Female,100K and Up,1,car,180
Q3,British Columbia,36,2,visit,45-54,Male,50K to 69K,2,car,660
Q3,Ontario,263,1,visit,55-64,Female,70K to 99K,0,car,210
Q2,Manitoba,959,1,visit,65+,Male,50K to 69K,0,car,1212
Q4,British Columbia,299,2,visit,55-64,Female,100K and Up,0,car,1565
Q2,British Columbia,39,3,visit,55-64,Female,70K to 99K,1,car,1050
Q1,Alberta,325,4,visit,55-64,Female,100K and Up,0,car,200
Q3,Saskatchewan,251,8,visit,65+,Female,Under 50K,0,car,140
Q3,Ontario,1196,7,visit,19-24,Female,50K to 69K,1,car,320
Q3,Saskatchewan,2523,4,visit,45-54,Female,100K and Up,2,car,1300
Q4,Saskatchewan,103,3,visit,25-34,Female,50K to 69K,0,car,160
Q4,Ontario,30,1,visit,65+,Female,Under 50K,0,car,130
Q1,Ontario,99,3,visit,65+,Female,100K and Up,0,car,40
Q4,Ontario,124,1,visit,65+,Male,100K and Up,1,car,50
Q1,Manitoba,1553,16,visit,65+,Male,50K to 69K,0,plane,1860
Q1,Alberta,595,3,visit,45-54,Male,50K to 69K,0,car,1700
Q4,Ontario,508,3,visit,65+,Female,100K and Up,1,plane,1119
Q4,Alberta,141,1,visit,19-24,Male,Under 50K,0,car,10
Q1,Saskatchewan,315,3,visit,55-64,Female,50K to 69K,0,car,146
Q3,Ontario,137,1,visit,19-24,Male,Under 50K,0,car,80
Q1,Ontario,241,2,visit,25-34,Female,100K and Up,0,car,135
Q1,Quebec,228,1,visit,25-34,Female,Under 50K,2,car,11
